StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q43,Q6,Read,Read Justification,Read Rationale,Build,Build Justification,Build Rationale,Paint,Paint Justification,Paint Rationale,Talk,Talk Justification,Talk Rationale,Zerpie,Zerpie Justification,Zerpie Rationale,Learn,Learn Justification,Learn Rationale,Eat,Eat Justification,Eat Rationale,Dance,Dance Justification,Dance Rationale,Attention Check 1,Attention Check 2,Reflection,Age,Gender,Race,Language,PROLIFIC_PID,ExperimentalSession-Read_DO,ExperimentalSession-Build_DO,ExperimentalSession-Paint_DO,ExperimentalSession-Talk_DO,ExperimentalSession-Zerpie_DO,ExperimentalSession-Learn_DO,ExperimentalSession-Eat_DO,ExperimentalSession-Dance_DO
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Please enter your Prolific ID here:,Were you able to watch and listen to the video?,Which room should Ryan read a book in?,Why did you choose this room?,,Which room should Ryan build a tower in?,Why did you choose this room?,,Which room should Ryan paint a picture in?,Why did you choose this room?,,Which room should Ryan talk to his friend in?,Why did you choose this room?,,Which room should Ryan learn Zerpie in?,Why did you choose this room?,,Which room should Alex learn the letters of the alphabet in?,Why did you choose this room?,,Which room should Ryan eat lunch in?,Why did you choose this room?,,Which room should Ryan dance in?,Why did you choose this room?,,"Based on the following text, what would you say is your favorite animal? There are thousands of possible choices of favorite animals, and your favorite animal may or may not have made this list. Please select Fish so we know you are paying attention.",What is the name of the child in this game?,What do you think this study was about?,What is your age?,What is your gender?,What is your race?,What percentage of time to you speak/hear English?,PROLIFIC_PID,Experimental Session - Read - Display Order,Experimental Session - Build - Display Order,Experimental Session - Paint - Display Order,Experimental Session - Talk - Display Order,Experimental Session - Zerpie - Display Order,Experimental Session - Learn - Display Order,Experimental Session - Eat - Display Order,Experimental Session - Dance - Display Order
9/21/21 19:41,9/21/21 19:48,IP Address,104.175.203.49,100,425,True,9/21/21 19:48,R_1rMm7gQMS3GPe9x,,,,,34.02900696,-118.4004974,anonymous,EN,61109bb38f065f6238b6cc5c,Yes,B,"Less noise from that room, better environment to read and focus",1,B,"Less kids in this room, so it is less likely his tower of blocks will get knocked over",1,B,"No particular reason, both rooms seemed about the same environment",6,B,Slightly quieter in this room,1,A,"Less noise in this room, better to learn in",1,A,"Quieter noise coming from the room, less distracting, better environment for learning",1,B,"Sounds like more kids in this room, would make for a funner lunch environment",1,B,"Sounds like more people enjoying themselves, would lead to a better experience",1,Cat,Ryan,inclinations toward better environments for different activities,34,Female,Caucasian/White,100,,Explanation|15|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 19:41,9/21/21 19:49,IP Address,65.188.195.16,100,514,True,9/21/21 19:49,R_1Ii8BIbluFT4Aqe,,,,,36.1053009,-79.87619781,anonymous,EN,6125394bd46103ee73d68ce3,Yes,B,"While there's noise in both rooms, Room A sounded like the kids were doing an activity so Room B would be better for reading.",1,B,I heard a clang in room A and thought maybe Ryan's tower would be less likely to get knocked over in room B.,1,A,This one was hard to decide but Room A had calmer wall colors for painting,3,B,The background voices in room B sound happier.,1,B,I heard more voices in room B and thought maybe. they were speaking Zerpie and could help Ryan learn,1,A,It is quieter and would be easier to learn in.,1,B,Room B seems like more fun to eat lunch in.,1,B,Room A sounds like it has more people so Ryan would have more room to dance in room B.,1,Dog,Ryan,I'm honestly not sure.,26,Female,Caucasian/White,100,,Explanation|5|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|10|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|5|Eat|Eat Justification,Explanation|20|Dance|Dance Justification
9/21/21 19:41,9/21/21 19:49,IP Address,137.25.40.38,100,519,True,9/21/21 19:49,R_OC4kaILW7UINqkV,,,,,34.21879578,-118.1997986,anonymous,EN,61037fb08ccbd8ea4a50a26b,Yes,B,Room B had less noise,1,A,Seemed more fun,7,B,I liked the characters tutu,4,A,I liked the color of the room,3,B,The classroom is calmer,1,B,Room B seemed happier and more controlled,1,A,I liked the color of the room,3,B,Because the Room B character seemed nicer,4,Fish,Richard,What motivates people to pick from two choices?,19,Female,Caucasian/White,100%,,Explanation|15|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|5|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 19:29,9/21/21 19:49,IP Address,172.101.99.168,100,1208,True,9/21/21 19:49,R_2ru5GT1c3fGWQMb,,,,,42.96850586,-78.74919891,anonymous,EN,6148a95d70ea3d8e2dd62c29,Yes,B,To understand the book very well,7,B,Is a very cool place,7,B,To avoid disturbance,1,B,For him to discuss the movie to are friends,7,B,Because is a silent room and it will help him to learn quickly.,1,B,He need to stay in a cool place,7,A,Tonavoid talking or playing while eating,1,B,Because room B is a very quite place to learn,1,Fish,Ryan,How to relate to the situation,29,Male,Caucasian/White,100,,Explanation|15|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|5|Dance|Dance Justification
9/21/21 19:32,9/21/21 19:50,IP Address,96.28.50.187,100,1074,True,9/21/21 19:50,R_2xz99yfJuzv3mBq,,,,,41.44529724,-81.69909668,anonymous,EN,6147a1c343f05087ff340b52,Yes,A,Room A is the best because there is less noise,1,A,I liked it much more,7,B,room B tends to be more colorful and less noisy,1,A,Option A is the best,6,B,"I chose B, because the site has less noise",1,B,Option B is the best because the room is quieter to learn,1,B,seems the ideal option,6,B,I think it would be his favorite place,6,Fish,Ryan,Opinion of the participants,29,Male,Caucasian/White,100,,Explanation|10|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 19:36,9/21/21 19:50,IP Address,170.205.147.232,100,841,True,9/21/21 19:50,R_XkcO8fkiIJMYg2R,,,,,32.36979675,-80.53730011,anonymous,EN,6148b01d979089e19594d01f,Yes,B,I preferred the room thank the other.,7,A,I would prefere to build a tower in the A room.,6,B,I preferred the lady who invited me.,4,A,Because Ryan was told he can talk to a friend in the room.,7,B,That's where his mate are learning,1,A,Because some children are there learning too.,1,B,I preferred the lady who told me I can eat ther.,4,A,Because the lady looks beautiful.,4,Fish,Ryan,The study was about how children behave.,25,Male,African American/Black,95 ,,Explanation|10|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 19:38,9/21/21 19:53,IP Address,159.118.223.16,100,892,True,9/21/21 19:53,R_wUbwvJ6byc1G6gV,,,,,30.38169861,-89.09780121,anonymous,EN,6143067edbeb2671519b4f63,Yes,A,This girl appeared to be more playful.,4,B,The red walls made me feel a bit more energetic.,3,B,Because the girl’s outfit was more creative.,4,A,Because the other girl had a spider on her shirt. I hate spiders.,4,A,This character seemed more knowledgeable and inclusive.,4,B,"Because the character resembles my friend Stephanie, who is also a teacher. ",4,A,"Honestly, because it was the first room. Either would have been an acceptable choice.",8,A,"The girl in room two looks like Cindy Brady. I doubt Ryan digs disco music, so I went with room one.",4,Elephant,Ryan,Subconscious (or conscious) racism.,39,Female,Caucasian/White,100,,Explanation|25|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 19:44,9/21/21 19:54,IP Address,157.131.97.160,100,577,True,9/21/21 19:54,R_2feYWyWTFsyEAVo,,,,,37.78329468,-122.4952011,anonymous,EN,5f34254b16dac32cb8474a41,Yes,B,B is the ideal quiet environment for reading. ,1,A,Either room would have worked.,6,A,A is more quiet and would be easier to concentrate painting in. ,1,A,Both rooms are noisy so it doesn't matter. ,6,B,It's more quiet. ,1,B,B is less noisy. ,1,B, B is less noisy. ,1,A,A sounds more energetic than B.,1,Fish,Ryan,Sound/distraction,25,Female,Asian American/Pacific Islander,90%,,Explanation|25|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|20|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|20|Dance|Dance Justification
9/21/21 19:44,9/21/21 19:54,IP Address,50.90.169.242,100,613,True,9/21/21 19:54,R_djzi1jPUaWFDJ8R,,,,,39.78599548,-86.1588974,anonymous,EN,61171d3d1525e07287464e41,Yes,B,The second girl seemed more calming,4,A,The blue color felt inviting,3,A,Room b seemed more hectic,1,A,Room A sounded quieter,1,A,The yellow felt more inviting,3,B,It seemed more peaceful in room b,1,A,There were a lot of noises going on in the second room,1,B,Room B seemed more inviting,7,Fish,Ryan,How people make decisions based on perceptions of individuals,22,Male,Caucasian/White,100,,Explanation|5|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|20|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|15|Dance|Dance Justification
9/21/21 19:44,9/21/21 19:55,IP Address,67.161.73.121,100,671,True,9/21/21 19:55,R_VRpvXKnyDquZkQh,,,,,37.84869385,-122.2209015,anonymous,EN,6147a3561783c052a4449392,Yes,B,less loud and distracting to read a book in ,1,A,the kid noises sounded happier,1,B,yellow feels like a happier color to have a creative painting room ,3,A,because it is quiet but still with people talking -- he can hear what his friend says better,1,B,it is quieter so a better/more focused learning environment,1,B,quieter = easier to learn,1,A,i heard a dog bark in the other room -- the dog might eat ryan's food!,1,B,no dog in there,1,Fish,Ryan,the different aspects that influence people's decision making ,18,Female,"Asian American/Pacific Islander,Caucasian/White",95%,,Explanation|20|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|5|Dance|Dance Justification
9/21/21 19:40,9/21/21 19:55,IP Address,72.130.121.19,100,908,True,9/21/21 19:55,R_25yaSLCo7gkPqxY,,,,,21.29840088,-157.6961975,anonymous,EN,5d5d431608a4b10016285091,Yes,B,The room sounded quieter,1,B,Sounded that there were fewer other children,1,B,The room was quieter,1,B,That room may have been quieter (easier to have a conversation),1,A,The girls voice tone was higher,4,B,The room was quieter,1,B,The girl's voice tone was higher (friendlier),4,B,Sounded like there were more children to dance with.,1,Fish,Ryan,How humans choose their environment for different activities?,61,Female,Caucasian/White,95,,Explanation|15|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|5|Dance|Dance Justification
9/21/21 19:48,9/21/21 19:57,IP Address,174.67.22.34,100,557,True,9/21/21 19:57,R_31nhquO8BUfIXlU,,,,,35.39280701,-97.55480194,anonymous,EN,59f986488a2d3d00012c199e,Yes,B,Felt more orderly here,1,A,"It felt more safe in that room, room A.",7,A,The teacher is a better artist,4,A,The woman seemed friendlier,4,B,He could learn better from her,4,B,Felt less noisy,1,A,It's better here safer,7,B,She's a better dance teacher,4,Fish,Ryan,To see if people judge others,29,Male,Asian American/Pacific Islander,100,,Explanation|25|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|20|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 19:49,9/21/21 19:58,IP Address,47.157.144.99,100,560,True,9/21/21 19:58,R_qUujnrET6sLDUOZ,,,,,33.83079529,-118.1125031,anonymous,EN,5b2b0c5ea7cee100011e1de5,Yes,B,Liked the wall color better ,3,B,Seemed like a better fit,6,A,The color looked more appealing ,3,B,The color seemed more appealing in this room on the walls,3,B,This room seemed to have a more welcoming color shade on the walls,3,B,Better fit ,7,A,Better fit ,7,B,The wall color and person looked nicer,3,Fish,Ryan,How one would choose activities in a specific room based on physical appearances and colors of the walls.,32,Female,Caucasian/White,100,,Explanation|20|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|25|Learn|Learn Justification,Explanation|5|Eat|Eat Justification,Explanation|5|Dance|Dance Justification
9/21/21 19:46,9/21/21 20:00,IP Address,69.248.138.67,100,855,True,9/21/21 20:00,R_3MfkXCxC6UzgKap,,,,,40.43060303,-74.40200043,anonymous,EN,5e8ec73efa10f000090fcc1c,Yes,A,"The room I chose was less noisy, so it would be less distracting while reading a book.",1,A,The room sounded lively but not as loud or overstimulating as the other one.,1,B,The room was more lively and seemed like it would be more fun to paint in.,1,B,The room I chose was more lively which would mean that it would be more acceptable to talk loudly in that room.,1,A,The room I chose seemed more fun and engaging than the quiet room.,1,B,The other room had very annoying and distracting clanking sounds.,1,B,"The room was more lively, which would mean Ryan could socialize with others while eating.",1,A,"The room was quieter, so it would easier to hear Ryan's favorite music.",1,Fish,Ryan,How different sound and noise levels can affect different activities.,24,Female,Asian American/Pacific Islander,90%,,Explanation|5|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|20|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|5|Dance|Dance Justification
9/21/21 19:47,9/21/21 20:01,IP Address,116.123.160.66,100,823,True,9/21/21 20:01,R_3PM4vzRXZ5jtvWX,,,,,36.78359985,127.0042114,anonymous,EN,6105338a15c74e8435e95c71,Yes,B,"Room B is quieter, so it might be easier for Ryan to focus on his book.",1,B,"There are more people, so Ryan might have more fun than if he was building by himself.",1,B,"Room B is quieter, which might help Ryan focus on what he wants to do. ",1,A,"The room is quieter, so Ryan's friend will be able to hear him more.",1,B,"The second room is quieter, and the first room sounds like it has a dog in it, which might be distracting when trying to learn.",1,B,I think room B is slightly quieter. The first room also sounds like there is another activity going on.,1,B,"I don't think there is that much of a difference in this one, but Room B sounded like someone was using a utensil at one point.",1,B,It sounds like there is some other activity going on in Room A already.,1,Fish,Ryan,Evaluating the environments children would like to be around when doing activities they like.,18,Female,"Asian American/Pacific Islander,Caucasian/White",100%,,Explanation|15|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|5|Dance|Dance Justification
9/21/21 19:55,9/21/21 20:02,IP Address,69.140.1.70,100,422,True,9/21/21 20:02,R_1rJiAHtrGfdiEBI,,,,,38.88650513,-77.0911026,anonymous,EN,61425c2b218046ab9c66102f,Yes,B,The room was quieter,1,B,I liked the color more,3,A,Seemed more fun,1,A,The room was quieter ,1,B,"Quieter room, also the person seemed more welcoming",1,B,The red of room A was too unwelcoming,3,A,Quieter and more welcoming,1,B,"I liked the voice of the person in the room, sounded more welcoming",1,Fish,Ryan,Bias,27,Female,Caucasian/White,100%,,Explanation|15|Read|Read Justification,Explanation|10|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|5|Dance|Dance Justification
9/21/21 19:53,9/21/21 20:02,IP Address,104.33.181.118,100,592,True,9/21/21 20:02,R_295quivLC8BqNoD,,,,,34.69059753,-118.1417007,anonymous,EN,60ff3b10d8fd47dc7bb6dfaf,Yes,A,This room seems more quiet for reading.,1,A,Room A sounds like there is blocks in there.,1,B,Room B is more quiet for him to concentrate.,1,A,"It is louder in the first room, which means conversations are allowed.",1,B,"Room B is more diverse, which gives him a better chance at learning a foreign language with help.",2,A,It is more quiet for Ryan to learn.,1,A,She asked first.,8,B,Room B allows noise so Ryan can play music to dance to.,1,Fish,Ryan,How people influence children's decisions.,23,Female,Hispanic/Latinx,60%,,Explanation|5|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|15|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|5|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 19:53,9/21/21 20:04,IP Address,69.141.150.50,100,641,True,9/21/21 20:04,R_TdXQv4CW15muVDb,,,,,40.23809814,-74.78220367,anonymous,EN,6142015252d62b751d2ca9d6,Yes,B,There was less noise in Room B so Ryan could really get into his book.,1,B,There seem to be some people who could join Ryan on building a tower in Room B.,1,A,Room A was very quiet allowing Ryan to focus on his painting.,1,B,"The room is quieter, so Ryan would be heard better in room B.",1,A,Room A will allow Ryan to focus on the language more effectively,1,B,The woman at the door seemed to be a teacher and the room was quieter,1,B,Room B may have some of Ryan's friends in it since there were some people talking in that room.,1,A,"There was more noise from room A, so people could dance with Ryan.",1,Fish,Ryan,It's interesting that I️ could make choices based off of the noise from one room based on the intended activity.,21,Male,Caucasian/White,100,,Explanation|15|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|20|Paint|Paint Justification,Explanation|25|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|20|Learn|Learn Justification,Explanation|20|Eat|Eat Justification,Explanation|20|Dance|Dance Justification
9/21/21 19:45,9/21/21 20:04,IP Address,151.197.245.28,100,1150,True,9/21/21 20:04,R_2ccJlOWfb24swlI,,,,,38.66299438,-75.24430084,anonymous,EN,613dab0f39cf4ce25370d7aa,Yes,B,the woman in the room looks older and as such wont be a distraction to him.,4,B,this is because he should actually be in the room with younger children.,7,A,he should paint with the white girls as i think it would be more fun,7,B,this is because i think the room is a bit more quite,1,A,i to do so because the lady in room a had looked a bit more willing,4,A,she looks older and seems to be calm.,4,A,i prefer he goes to the lady with hijab as she might offer him a new menu,2,A,judging from looks the girl in room a looks more of a dancer.,4,Fish,Ryan,about people perception in decision making,40,Male,Caucasian/White,English is my native language,,Explanation|15|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|10|Paint|Paint Justification,Explanation|15|Talk|Talk Justification,Explanation|10|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|20|Dance|Dance Justification
9/21/21 19:57,9/21/21 20:05,IP Address,97.106.64.218,100,490,True,9/21/21 20:05,R_20O5aVAVtL2OwrI,,,,,27.96000671,-82.46140289,anonymous,EN,6147ade6028a9d57b67740c7,Yes,B,it's a little quieter and the girl has a cardigan on like a librarian,1,A,looks more fun,7,B,you can hear the other kids having fun,1,B,cool hair,4,B,i like the braids,4,A,girl's outfit,4,B,looks like a better cook,4,A,the girl in B looks kinda deranged,4,Fish,Ryan,character avatar preferences?,37,Male,Caucasian/White,100,,Explanation|15|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|20|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 19:38,9/21/21 20:07,IP Address,68.193.41.123,100,1773,True,9/21/21 20:07,R_2xGouHW28fjVEVZ,,,,,40.91239929,-74.41130066,anonymous,EN,6142366a56c8e6e77ab868b4,Yes,A,because room A was the first to call Ryan,8,A,room A  is very for him to build for him so that he will not get distracted,7,A,"Room A is the best, for him to paint is picture ",6,B,many kid are there for him talk to,1,B,it is because is Ryan bored,7,B,because many kid are inside the room reading,1,A,Ryan can eat is lunch in anywhere,6,B,they are many kid eating in that room,1,Fish,Ryan,this study is all about a kid that want to get attention,31,Male,Caucasian/White,90,,Explanation|20|Read|Read Justification,Explanation|5|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|10|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 19:57,9/21/21 20:09,IP Address,72.49.174.202,100,707,True,9/21/21 20:09,R_sZn2KfhtdGb8RUt,,,,,39.34339905,-84.40090179,anonymous,EN,613e991cedb5a4ab531a5dcf,Yes,A,Said first,8,A,Said first. ,8,A,Said first,8,A,Said first.,8,B,The color of the room was attractive.,3,A,Said first,8,A,The girls looks beautiful.,4,A,Said,8,Fish,Ryan,Decision making to do someting in diffrent places. ,46,Female,Caucasian/White,100,,Explanation|20|Read|Read Justification,Explanation|10|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|5|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|10|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|5|Dance|Dance Justification
9/21/21 20:02,9/21/21 20:10,IP Address,66.254.230.89,100,451,True,9/21/21 20:10,R_3QEt72VFoSuCN3Z,,,,,41.70249939,-86.24230194,anonymous,EN,60fcee3270eb7cf6f9852593,Yes,A,focus better in quieter room,1,B,sounded like there were people in that room to build a tower with ,1,B,quieter so can relax and focus on painting more,1,B,quieter so can hear friend better,1,A,woman on room a looked older and more like a teacher,4,A,woman looked nicer,4,B,more noise in room b so more friends to get lunch with,1,A,sounded like music to dance to or at least an instrument in room a,1,Fish,Ryan,how sound environments affect children’s preferences,20,Female,Caucasian/White,100%,,Explanation|10|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|25|Talk|Talk Justification,Explanation|15|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 19:41,9/21/21 20:10,IP Address,70.120.235.144,100,1737,True,9/21/21 20:10,R_1DUzVJaTEWS1BT7,,,,,31.77749634,-106.490303,anonymous,EN,6148d8d5e4d9b619e5b1ede2,Yes,B,I chose room B becuase it's much quiter so it would be easier to read a book and concentrate on the content.,1,B,The first room did have building noises (room A) but the room with the children playing (room B) makes more sense for him to find blocks to build with.,1,A,I chose this room because Ryan would probably need an room with less distractions and noise to paint something beautiful,1,B,I went with room B because it feels like a more energetic and they coud probably have a more engagin experience.,1,A,I choose room A due to the noise level. It's quieter and Ryan shouldn't have any trouble learning Zerpie in there.,1,B,I chose room B beacuse the girl in room B looks a lot smarter and could probably help Ryan learn his letters.,4,A,Room A is quiter so he'll probably be able to sit down and enjoy his lunch more.,1,B,He would probably have a better experience dancing in room B because it seems like more of a party type environment so he could probably have more fun with friends.,1,Fish,Ryan,I feel like it made you focus on noise level while also subtly using imagery with the girls who introduced each room. Most likely trying to see if I made decisions based on unconscious biases.,23,Female,Hispanic/Latinx,100%,,Explanation|25|Read|Read Justification,Explanation|20|Build|Build Justification,Explanation|5|Paint|Paint Justification,Explanation|20|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|25|Eat|Eat Justification,Explanation|25|Dance|Dance Justification
9/21/21 19:58,9/21/21 20:10,IP Address,72.19.39.202,100,710,True,9/21/21 20:10,R_1OP1v46vHBfRWNO,,,,,36.81129456,-114.123497,anonymous,EN,6143351c0dec0aeae8e19a7c,Yes,B,Cooo colors,3,B,More serene environment,1,A,I prefer the color of the room,3,A,I prefer room A,6,B,Cos he could learn zerpie,6,A,Quiet than the other room,1,A,Less noise,1,A,I feel the room has more people inside,1,Fish,Ryan,Decision making,33,Male,African American/Black,100,,Explanation|5|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|15|Paint|Paint Justification,Explanation|25|Talk|Talk Justification,Explanation|25|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|5|Eat|Eat Justification,Explanation|20|Dance|Dance Justification
9/21/21 19:58,9/21/21 20:11,IP Address,63.141.26.78,100,743,True,9/21/21 20:11,R_31T7ZUYYhjh6i9m,,,,,42.21029663,-83.15699768,anonymous,EN,6146b99c248d3ffdaa898d36,Yes,A,I didn't sense any difference between the two rooms. I just randomly chose one this time.,6,B,There are lots of other kids in Room B. It would be a good sharing lesson for Ryan when he's building his tower.,1,A,It sounds like a fun environment for painting.,1,A,The room was noisy and full of kids. It would be a fun experience for Ryan.,1,B,Because the room is quieter. It would be easier to hear the teacher.,1,A,The teacher looked like she would be good with young children.,4,A,"He already did an activity with the teacher in Room B, so I chose A for a new experience with a different teacher. ",4,A,There are some interesting sounds coming from Room A. Maybe they are dancing to music from different cultures. Why are there no male teachers?,1,Fish,Ryan,"What factors influenced the survey taker to choose which rooms, most likely race / ethnicity, which had no effect on my choices. ",38,Female,Caucasian/White,100,,Explanation|10|Read|Read Justification,Explanation|15|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|25|Talk|Talk Justification,Explanation|5|Zerpie|Zerpie Justification,Explanation|5|Learn|Learn Justification,Explanation|15|Eat|Eat Justification,Explanation|10|Dance|Dance Justification
9/21/21 20:03,9/21/21 20:11,IP Address,73.97.143.4,100,513,True,9/21/21 20:11,R_T2bJFWcnqufLQwF,,,,,47.68589783,-122.2994003,anonymous,EN,6149523ce16154422ae12795,Yes,A,Its quieter so its easier for ryan to focus on his reading,1,B,Its quieter and seems a lot less hectic than room A so the tower wouldnt fall down,1,B,Room A seems too loud and hectic and if Ryan wanted to paint he should have a quiet environment so he could focus and no one would accidentally knock anything over,1,B,The room B is a lot quieter so if ryan were to talk to his friend about something and not get distracted he should go to room B,1,A,he is learning a new language so he should do that in a quiet space to not get distracted,1,A,he should learn in room A because he shouldn't get distracted by the noise in room b,1,B,It has a lot of people so he can talk and chat and make friends in room b,1,A,Ryan should dance where there are more people since it would be more fun and people might dance with him too,1,Fish,Ryan,How kids work in different environments: loud or quiet,18,Female,Asian American/Pacific Islander,100,,Explanation|10|Read|Read Justification,Explanation|25|Build|Build Justification,Explanation|25|Paint|Paint Justification,Explanation|15|Talk|Talk Justification,Explanation|20|Zerpie|Zerpie Justification,Explanation|15|Learn|Learn Justification,Explanation|10|Eat|Eat Justification,Explanation|20|Dance|Dance Justification
